"Датум","Цена на последна трансакција","Мак.","Мин.","Просечна цена","%пром.","Количина","Промет во БЕСТ во денари","Вкупен промет во денари"
"30.8.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"31.8.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"01.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"04.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"05.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"06.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"07.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"11.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"12.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"13.9.2023","3.600,00","3.600,00","3.600,00","3.600,00","0,00","19","68.400","68.400"
"14.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"15.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"18.9.2023","3.600,00","","","3.600,00","0,00","0","0","21.658.320"
"19.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"20.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"21.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"22.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"25.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"26.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"27.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"28.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"29.9.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"02.10.2023","3.600,00","","","3.600,00","0,00","0","0","5.023.200"
"03.10.2023","3.600,00","3.600,00","3.600,00","3.600,00","0,00","200","720.000","7.582.800"
"04.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"05.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"06.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"09.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"10.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"12.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"13.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"16.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"17.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"18.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"19.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"20.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"24.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"25.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"26.10.2023","3.600,00","3.600,00","3.600,00","3.600,00","0,00","45","162.000","162.000"
"27.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"30.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"31.10.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"01.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"02.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"03.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"06.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"07.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"08.11.2023","3.600,00","3.600,00","3.600,00","3.600,00","0,00","207","745.200","745.200"
"09.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"10.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"13.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"14.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"15.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"16.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"17.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"20.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"21.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"22.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"23.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"24.11.2023","3.600,00","3.600,00","3.600,00","3.600,00","0,00","100","360.000","360.000"
"27.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"28.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"29.11.2023","3.600,00","3.600,00","3.600,00","3.600,00","0,00","78","280.800","280.800"
"30.11.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"01.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"04.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"05.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"06.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"07.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"11.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"12.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"13.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"14.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"15.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"18.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"19.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"20.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"21.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"22.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"25.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"26.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"27.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"28.12.2023","3.600,00","","","3.600,00","0,00","0","0","0"
"02.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"03.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"04.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"05.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"09.1.2024","3.600,00","3.600,00","3.600,00","3.600,00","0,00","50","180.000","180.000"
"10.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"11.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"12.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"15.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"16.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"17.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"18.1.2024","3.600,00","3.600,00","3.600,00","3.600,00","0,00","63","226.800","226.800"
"22.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"23.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"24.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"25.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"26.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"29.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"30.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"31.1.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"01.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"02.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"05.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"06.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"07.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"08.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"09.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"12.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"13.2.2024","3.600,00","3.600,00","3.600,00","3.600,00","0,00","49","176.400","176.400"
"14.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"15.2.2024","3.600,00","3.600,00","3.600,00","3.600,00","0,00","40","144.000","144.000"
"16.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"19.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"20.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"21.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"22.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"23.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"26.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"27.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"28.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"29.2.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"01.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"04.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"05.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"06.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"07.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"08.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"11.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"12.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"13.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"14.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"15.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"18.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"19.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"20.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"21.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"22.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"25.3.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"26.3.2024","3.604,00","3.604,00","3.604,00","3.604,00","0,11","14","50.456","50.456"
"27.3.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"28.3.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"29.3.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"01.4.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"02.4.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"03.4.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"04.4.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"05.4.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"08.4.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"09.4.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"11.4.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"12.4.2024","3.604,00","","","3.604,00","0,00","0","0","0"
"15.4.2024","3.616,00","3.616,00","3.616,00","3.616,00","0,33","100","361.600","361.600"
"16.4.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"17.4.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"18.4.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"19.4.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"22.4.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"23.4.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"25.4.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"26.4.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"29.4.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"30.4.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"02.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"07.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"09.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"10.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"13.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"14.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"15.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"16.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"17.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"20.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"21.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"22.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"23.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"27.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"28.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"29.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"30.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"31.5.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"03.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"04.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"05.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"06.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"07.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"10.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"11.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"12.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"13.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"14.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"17.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"18.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"19.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"20.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"24.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"25.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"26.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"27.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"28.6.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"01.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"02.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"03.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"04.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"05.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"08.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"09.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"10.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"11.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"12.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"15.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"16.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"17.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"18.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"19.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"22.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"23.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"24.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"25.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"26.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"29.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"30.7.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"31.7.2024","3.616,00","3.616,00","3.616,00","3.616,00","0,00","27","97.632","97.632"
"01.8.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"05.8.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"06.8.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"07.8.2024","3.616,00","","","3.616,00","0,00","0","0","9.900.000"
"08.8.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"09.8.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"12.8.2024","3.616,00","","","3.616,00","0,00","0","0","12.035.000"
"13.8.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"14.8.2024","3.616,00","","","3.616,00","0,00","0","0","0"
"15.8.2024","3.550,00","3.550,00","3.550,00","3.550,00","-1,83","15","53.250","53.250"
"16.8.2024","3.550,00","3.550,00","3.550,00","3.550,00","0,00","85","301.750","301.750"
"19.8.2024","3.550,00","","","3.550,00","0,00","0","0","0"
"20.8.2024","3.550,00","","","3.550,00","0,00","0","0","0"
"21.8.2024","3.550,00","","","3.550,00","0,00","0","0","0"
"22.8.2024","3.550,00","","","3.550,00","0,00","0","0","0"
"23.8.2024","3.550,00","","","3.550,00","0,00","0","0","0"
"26.8.2024","3.550,00","","","3.550,00","0,00","0","0","0"
"27.8.2024","3.550,00","","","3.550,00","0,00","0","0","0"
"29.8.2024","3.550,00","","","3.550,00","0,00","0","0","0"
"30.8.2024","3.600,00","3.600,00","3.600,00","3.600,00","1,41","10","36.000","36.000"
"02.9.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"03.9.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"04.9.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"05.9.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"06.9.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"10.9.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"11.9.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"12.9.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"13.9.2024","3.600,00","3.600,00","3.600,00","3.600,00","0,00","8","28.800","106.809.474"
"16.9.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"17.9.2024","3.600,00","","","3.600,00","0,00","0","0","0"
"18.9.2024","3.610,00","3.610,00","3.610,00","3.610,00","0,28","41","148.010","148.010"
"19.9.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"20.9.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"23.9.2024","3.610,00","","","3.610,00","0,00","0","0","106.780.674"
"24.9.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"25.9.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"26.9.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"27.9.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"30.9.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"01.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"02.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"03.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"04.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"07.10.2024","3.610,00","3.610,00","3.610,00","3.610,00","0,00","8","28.880","28.880"
"08.10.2024","3.610,00","3.610,00","3.610,00","3.610,00","0,00","22","79.420","79.420"
"09.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"10.10.2024","3.610,00","3.610,00","3.610,00","3.610,00","0,00","21","75.810","75.810"
"14.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"15.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"16.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"17.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"18.10.2024","3.610,00","3.610,00","3.610,00","3.610,00","0,00","64","231.040","231.040"
"21.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"22.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"24.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"25.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"28.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"29.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"30.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"31.10.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"01.11.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"04.11.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"05.11.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"06.11.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"07.11.2024","3.610,00","3.610,00","3.610,00","3.610,00","0,00","10","36.100","36.100"
"08.11.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"11.11.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"12.11.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"13.11.2024","3.610,00","","","3.610,00","0,00","0","0","0"
"14.11.2024","3.610,00","3.610,00","3.610,00","3.610,00","0,00","38","137.180","137.180"
